ID,Year,CID,Psum,Temp,pp,gdp,gova,aa,gp,ls,fai,lgr,iofp,loh,rpop,hmp,hpb,mht,pte,tcrv,pcurei,pio,sio,tio,croppg,grass,urban,bus_p,dustgdp,fosgdp,inter_p,invpa_p,mobile_p,noxgdp,road_p,sdxgdp,taxiv,telev,wateru
0,2001,81,-1.6889593574584132,0.8735155066150031,-0.06927843583912574,-0.3200528171520837,-0.15245867940012758,-0.07877274672644463,0.39429279147647095,0.23933634187763017,-0.34761415696443004,-0.28392938161410075,-0.3631352871175493,-1.102017432906077,0.29468046386778174,-0.30899806784634287,-0.28015343069584114,-0.04323448758690175,-0.31432966108846916,-0.2754790214359621,-0.33219183541739483,-0.0521274995666757,-0.3985853317507745,-0.27982371480146767,-0.12275269091278819,-0.37929463757271537,-0.19567600716594427,-0.281806838014348,-0.09122833723680844,-0.5082073791741922,-0.3953412654120787,-0.245553753475706,-0.35810842442466706,-0.2959145506992404,-0.26745849286033196,-0.09122835432437341,-0.19006951177873477,-0.2637082562509415,-0.03403255033619875
1,2001,2042,-0.5059207064995217,1.3111958658533673,0.25870105014331246,-0.3207454073981121,-0.13026780344668246,0.992741736669982,0.4380990331564934,0.14545368476456083,-0.35647378931003076,-0.2997966870752149,-0.4402057945126383,-0.4188049555454539,0.7259218587169585,-0.0016388263649677532,-0.14925213635804116,0.32749921873693083,-0.5156483537290999,-0.2636711783125705,-0.32035380725829776,0.036904623530093494,-0.4060563859105207,-0.281889573043677,0.10595180635555532,-0.7492448259691965,-0.2994134053970346,-0.27120478159456246,-0.09273480832422965,-0.3878322759828162,-0.48440811933317923,-0.28845265657131647,-0.44480934657996274,-0.37408482715878566,-0.32927501018659927,-0.09273483370491571,-0.17765857626573398,-0.33634813912626704,-0.15424727001846703
2,2001,871,0.11058651617954877,0.751024566442734,-0.4367242608583186,-0.3393626699799777,-0.6817308028588359,-0.6829413010745227,-0.3097935228237329,-0.30133820961678676,-0.363613678017303,-0.3010761061716842,-0.3391847183139968,-0.9609592014940992,-0.174169937879827,-0.4200787761711907,-0.3982838670494655,-0.4679663641796404,-0.2668184584164896,-0.29629750278193984,-0.3346804750167239,-0.6822128674766144,-0.38596901251710997,-0.292167970813865,-0.3020759408487177,0.7534697462948229,-0.017915079714594478,-0.12128201702813725,-0.09649522205965474,-0.48055884019617584,-0.477974193298856,-0.06419253967434885,-0.4250478106952528,-0.3298338088864487,-0.20003679220289772,-0.09649520630540774,-0.047127188454125724,-0.37005393029801026,-0.6495371450581147
3,2001,139,-0.5569063605910285,-0.23378541524409094,-0.3520076107130764,-0.3486131954450895,-0.8023842043321159,1.4461896731545314,-0.4507493590948227,-0.23204709409261917,-0.3684571606258821,-0.3178277160082992,-0.4320980144118248,-0.007896194475779196,-0.011945709944373675,-0.36615610222708983,-0.30797565701850943,-0.5026219062925203,-0.30043955041719417,-0.2924258586350807,-0.33778399306062057,-0.808186177979445,-0.38329998287621014,-0.3091279503196652,-0.32779070165110546,0.9735704134836308,-0.2833522443553656,0.20615886781101853,-0.07179042248444586,-0.5132511268899531,-0.4169452509967916,-0.058437826677720475,-0.4205318040369977,-0.2751827207838477,0.023699777119532375,-0.07179041469404542,0.525685745965365,-0.293316979109398,-0.6654515405419532
4,2001,2043,-0.6208403719591102,1.2415297854452014,0.6873878516694981,-0.3358962090019676,-0.19610427707737207,1.4948672192486336,0.8811263796574058,0.04783470088469621,-0.35512462813055723,-0.29754516033191847,-0.4273451778010032,-0.8763242626469125,1.7571544020524197,-0.025904029639813156,-0.28973157418397283,0.335558647135275,-0.08426371408387057,-0.27043770365533093,-0.31605774865217384,-0.23075809149048124,-0.4137480947128131,-0.29347458200979226,0.10301453540828993,-0.7748736570559924,-0.29902166976187194,-0.23036110262255519,-0.09489984720093075,-0.41839473482878975,-0.4689027277310721,-0.27397863759792096,-0.41652825203499844,-0.3752379147989366,-0.2824907555804031,-0.09489980623531598,-0.034716252941124834,-0.30103018601496945,-0.2856792405714649
5,2001,870,0.16308625519062078,0.5876768623299173,0.08620566700471363,-0.3071045773216337,-0.18402224064854697,0.24556906182215624,0.19270182494287857,-0.20602894340066388,-0.36290505204719986,-0.29609013469279655,-0.32632410160236164,-0.591754613189705,0.80675337809666,-0.42816717726280584,-0.37456655936456795,-0.32531448152894826,-0.2550478907215583,-0.2827693359111737,-0.3312824625599027,-0.11540376343015948,-0.32738743375586604,-0.3065884714849735,-0.26664386810404034,0.49229535902927546,-0.18083358066232075,0.10314295923103213,-0.09260136973465294,-0.4513800381836787,-0.43354801841624246,0.1537896389032484,-0.33754617493671574,-0.297668669842394,0.022712883329078223,-0.09260133706251579,0.41996007732338797,-0.30792038560797197,-0.5868515709146445
6,2001,2123,-0.5221569561121343,-0.2078654323625792,-0.3938555773034235,-0.3600319651488936,-0.6601189918938053,0.7662252011525401,-0.30843372491317145,0.2433443577763826,-0.36889342355305443,-0.30744811500508024,-0.398082615138297,-0.0974375065894695,-0.5923604216580718,-0.43463789813609793,-0.414247439529685,-0.7137789303291381,-0.5407033001931085,-0.29902999713724443,-0.33711895347978554,-0.6037997268223542,-0.4212002037769872,-0.32070984336082997,-0.3275834643962765,0.03071500751392573,-0.29819467230986185,-0.3318287012912258,-0.09865039228601076,-0.5040515527077261,-0.5010986335710185,-0.3208884111540839,-0.4751402533442674,-0.3132483848338562,-0.40830965377589334,-0.0986503679895017,-0.3569505881295536,-0.3329409987785535,-0.6046864889022714
7,2001,2044,-0.5629487488166628,1.1635971302696733,-0.48673779305122555,-0.36862850759452925,-0.844094551199467,0.2733650469497544,-0.3748192812170675,-0.2884310397733468,-0.36356607474210045,-0.31858658713904814,-0.4842860242561415,-0.34888913649777786,-0.32130843527630004,-0.3823329044103201,-0.4028448877580997,-0.4341167649065948,-0.2586813063105131,-0.300753983745685,-0.3336594531785076,-0.8585652049854816,-0.4245679731192833,-0.31990905064854064,0.14069788190236468,-0.861110578057434,-0.2714115618465187,-0.34222715369286333,-0.09957708132671395,-0.4844228948340448,-0.5113703213059969,-0.31373859507592533,-0.494004996783371,-0.37772908227224306,-0.41062742671386154,-0.09957710695555679,-0.42621413140313413,-0.3977622544153862,-0.569629210055729
8,2001,868,-0.03624181252581768,0.6163741529395931,-0.6255506391109782,-0.3623480087700436,-0.8272768422005495,-0.3532615570735572,-0.5506593063926157,-0.3569749048892994,-0.36890005185719654,-0.32368544853821246,-0.4394602515148624,-0.7352660312349346,-0.434486497412929,-0.5376302053693307,-0.43340372650594844,-0.7057195019307939,-0.32855207947074044,-0.31209298065261687,-0.3376966155974451,-0.8339034227311214,-0.40628818472693284,-0.32220860326204065,-0.3279543767966727,0.9814033932245536,-0.29523489195529956,-0.2023210626075168,-0.099269733110721,-0.501350054741072,-0.49401619337624775,-0.1428405397274002,-0.4566598573030389,-0.35275291882739185,-0.28046984815209985,-0.09926976670112439,-0.21577438841586563,-0.3924899977971041,-0.6942034246776018
9,2001,867,0.43571440947284784,0.014263172961630632,2.532782610413552,0.3096856439931636,-0.4148027970330589,-0.14313220681790828,-0.791339164459722,-0.31540022470560314,0.041283511381416484,-0.17122133954228952,0.7555519810452669,-0.998983594309502,0.7997366890751318,-0.03830624464695636,-0.27194359342029967,2.1537656938017236,0.6629591850820088,0.5200101563146811,-0.30888794236828115,-0.5019604673252256,0.12275249470793619,0.26743760932038046,-0.30742604686667596,0.6121844694027159,0.4088011113040928,1.1531381905013767,-0.018148690832297146,0.1065328010746801,-0.22569588865870727,1.1732488024726986,0.0719691458380998,0.31734426093824664,1.0648682915475074,-0.018148674753660575,2.605197098774648,-0.017222620931749238,0.6117262921850795
